,Price
2012-08-12,114.69999999999999
2012-08-13,114.6
2012-08-14,114.0
2012-08-15,114.1
2012-08-16,113.9
2012-08-17,113.2
2012-08-18,113.05000000000001
2012-08-19,113.05000000000001
2012-08-20,112.9
2012-08-21,112.5
2012-08-22,111.9
2012-08-23,111.1
2012-08-24,110.9
2012-08-25,110.95
2012-08-26,110.95
2012-08-27,111.0
2012-08-28,110.4
2012-08-29,109.5
2012-08-30,108.6
2012-08-31,107.8
2012-09-01,97.1
2012-09-02,97.1
2012-09-03,97.1
2012-09-04,86.4
2012-09-05,85.2
2012-09-06,87.5
2012-09-07,92.8
2012-09-08,93.94999999999999
2012-09-09,93.94999999999999
2012-09-10,95.1
2012-09-11,96.5
2012-09-12,94.0
2012-09-13,93.9
2012-09-14,95.8
2012-09-15,96.35
2012-09-16,96.35
2012-09-17,96.9
2012-09-18,97.7
2012-09-19,98.4
2012-09-20,98.8
2012-09-21,98.2
2012-09-22,98.35
2012-09-23,98.35
2012-09-24,98.5
2012-09-25,98.7
2012-09-26,98.9
2012-09-27,99.2
2012-09-28,102.65
2012-09-29,102.65
2012-09-30,102.65
2012-10-01,106.1
2012-10-02,106.6
2012-10-03,108.59
2012-10-04,109.82
2012-10-05,109.59
2012-10-06,110.13
2012-10-07,110.13
2012-10-08,110.67
2012-10-09,111.33
2012-10-10,110.6
2012-10-11,110.33
2012-10-12,110.06
2012-10-13,110.0
2012-10-14,110.0
2012-10-15,109.94
2012-10-16,110.44
2012-10-17,111.34
2012-10-18,111.81
2012-10-19,111.73
2012-10-20,111.95
2012-10-21,111.95
2012-10-22,112.17
2012-10-23,112.21
2012-10-24,112.52
2012-10-25,112.82
2012-10-26,113.16
2012-10-27,113.43
2012-10-28,113.43
2012-10-29,113.7
2012-10-30,113.7
2012-10-31,113.95
2012-11-01,117.45
2012-11-02,117.45
2012-11-03,117.265
2012-11-04,117.265
2012-11-05,117.08
2012-11-06,117.79
2012-11-07,118.34
2012-11-08,118.71
2012-11-09,119.99
2012-11-10,120.315
2012-11-11,120.315
2012-11-12,120.64
2012-11-13,120.18
2012-11-14,120.17
2012-11-15,120.61
2012-11-16,120.53
2012-11-17,120.405
2012-11-18,120.405
2012-11-19,120.28
2012-11-20,120.16
2012-11-21,120.28
2012-11-22,120.27000000000001
2012-11-23,120.26
2012-11-24,120.26
2012-11-25,120.26
2012-11-26,120.26
2012-11-27,120.1
2012-11-28,119.94
2012-11-29,119.97
2012-11-30,120.35
2012-12-01,117.07
2012-12-02,117.07
2012-12-03,113.79
2012-12-04,114.59
2012-12-05,117.68
2012-12-06,118.49
2012-12-07,121.29
2012-12-08,121.345
