,Price
2011-03-31,9420.0
2011-04-01,9349.25
2011-04-02,9333.125
2011-04-03,9333.125
2011-04-04,9317.0
2011-04-05,9375.0
2011-04-06,9591.0
2011-04-07,9654.5
2011-04-08,9859.25
2011-04-09,9849.375
2011-04-10,9849.375
2011-04-11,9839.5
2011-04-12,9606.5
2011-04-13,9490.75
2011-04-14,9390.25
2011-04-15,9384.75
2011-04-16,9294.125
2011-04-17,9294.125
2011-04-18,9203.5
2011-04-19,9447.25
2011-04-20,9447.25
2011-04-21,9691.0
2011-04-22,9610.75
2011-04-23,9610.75
2011-04-24,9610.75
2011-04-25,9610.75
2011-04-26,9530.5
2011-04-27,9305.0
2011-04-28,9303.0
2011-04-29,9315.875
2011-04-30,9315.875
2011-05-01,9315.875
2011-05-02,9315.875
2011-05-03,9328.75
2011-05-04,9101.5
2011-05-05,8798.25
2011-05-06,8811.25
2011-05-07,8840.375
2011-05-08,8840.375
2011-05-09,8869.5
2011-05-10,8891.25
2011-05-11,8682.25
2011-05-12,8713.25
2011-05-13,8770.25
2011-05-14,8793.125
2011-05-15,8793.125
2011-05-16,8816.0
2011-05-17,8876.0
2011-05-18,8876.0
2011-05-19,8936.0
2011-05-20,9058.0
2011-05-21,8921.0
2011-05-22,8921.0
2011-05-23,8784.0
2011-05-24,8856.0
2011-05-25,9064.5
2011-05-26,9015.0
2011-05-27,9192.75
2011-05-28,9199.5
2011-05-29,9199.5
2011-05-30,9199.5
2011-05-31,9206.25
2011-06-01,9094.0
2011-06-02,8910.0
2011-06-03,9090.25
2011-06-04,9107.625
2011-06-05,9107.625
2011-06-06,9125.0
2011-06-07,9128.75
2011-06-08,9017.25
2011-06-09,9041.0
2011-06-10,8924.0
2011-06-11,8910.125
2011-06-12,8910.125
2011-06-13,8896.25
2011-06-14,8980.25
2011-06-15,8980.25
2011-06-16,9064.25
2011-06-17,9094.5
2011-06-18,9049.75
2011-06-19,9049.75
2011-06-20,9005.0
2011-06-21,9080.75
2011-06-22,9017.25
2011-06-23,8962.0
2011-06-24,9043.5
2011-06-25,9005.0
2011-06-26,9005.0
2011-06-27,8966.5
2011-06-28,9068.0
2011-06-29,9320.0
2011-06-30,9422.0
2011-07-01,9437.0
2011-07-02,9441.5
2011-07-03,9441.5
2011-07-04,9446.0
2011-07-05,9529.25
2011-07-06,9509.0
2011-07-07,9728.0
2011-07-08,9647.5
2011-07-09,9599.75
2011-07-10,9599.75
2011-07-11,9552.0
2011-07-12,9631.75
2011-07-13,9630.75
2011-07-14,9610.25
2011-07-15,9651.5
2011-07-16,9662.125
2011-07-17,9662.125
2011-07-18,9672.75
2011-07-19,9669.875
2011-07-20,9669.875
2011-07-21,9667.0
2011-07-22,9661.75
2011-07-23,9651.0
2011-07-24,9651.0
2011-07-25,9640.25
2011-07-26,9805.5
2011-07-27,9763.25
2011-07-28,9799.0
2011-07-29,9815.5
2011-07-30,9724.5
2011-07-31,9724.5
2011-08-01,9633.5
2011-08-02,9662.0
2011-08-03,9514.75
2011-08-04,9334.0
2011-08-05,9021.0
2011-08-06,8892.375
2011-08-07,8892.375
2011-08-08,8763.75
2011-08-09,8712.75
2011-08-10,8574.75
2011-08-11,8860.0
2011-08-12,8845.5
2011-08-13,8866.875
2011-08-14,8866.875
2011-08-15,8888.25
2011-08-16,8824.0
2011-08-17,8824.0
2011-08-18,8759.75
2011-08-19,8813.75
2011-08-20,8761.125
2011-08-21,8761.125
2011-08-22,8708.5
2011-08-23,8838.75
2011-08-24,8866.0
2011-08-25,9022.0
2011-08-26,9066.75
2011-08-27,9108.625
2011-08-28,9108.625
2011-08-29,9108.625
2011-08-30,9150.5
2011-08-31,9263.75
2011-09-01,9132.25
2011-09-02,9062.25
2011-09-03,9003.625
2011-09-04,9003.625
2011-09-05,8945.0
2011-09-06,8918.0
2011-09-07,9078.0
2011-09-08,9100.0
2011-09-09,8803.25
2011-09-10,8769.25
2011-09-11,8769.25
2011-09-12,8735.25
2011-09-13,8748.75
2011-09-14,8606.75
2011-09-15,8687.5
2011-09-16,8671.75
2011-09-17,8505.375
2011-09-18,8505.375
2011-09-19,8339.0
2011-09-20,8001.125
2011-09-21,8001.125
2011-09-22,7663.25
2011-09-23,7354.5
2011-09-24,7308.125
2011-09-25,7308.125
2011-09-26,7261.75
2011-09-27,7588.75
2011-09-28,7240.0
2011-09-29,7217.25
2011-09-30,7004.5
2011-10-01,6989.625
2011-10-02,6989.625
2011-10-03,6974.75
2011-10-04,6784.75
2011-10-05,6805.75
2011-10-06,7211.75
2011-10-07,7353.25
2011-10-08,7416.125
2011-10-09,7416.125
2011-10-10,7479.0
2011-10-11,7274.0
2011-10-12,7510.0
2011-10-13,7294.25
2011-10-14,7533.0
2011-10-15,7507.0
2011-10-16,7507.0
2011-10-17,7481.0
2011-10-18,7105.0
2011-10-19,7105.0
2011-10-20,6729.0
2011-10-21,7143.5
2011-10-22,7390.0
2011-10-23,7390.0
2011-10-24,7636.5
2011-10-25,7530.0
2011-10-26,7682.0
2011-10-27,8149.0
2011-10-28,8174.5
2011-10-29,8080.25
2011-10-30,8080.25
2011-10-31,7986.0
2011-11-01,7719.5
2011-11-02,7874.5
2011-11-03,7905.75
2011-11-04,7856.25
2011-11-05,7833.125
2011-11-06,7833.125
2011-11-07,7810.0
2011-11-08,7786.0
2011-11-09,7609.0
2011-11-10,7458.25
2011-11-11,7621.0
2011-11-12,7680.0
2011-11-13,7680.0
2011-11-14,7739.0
2011-11-15,7634.875
2011-11-16,7634.875
2011-11-17,7530.75
2011-11-18,7513.75
2011-11-19,7405.375
2011-11-20,7405.375
2011-11-21,7297.0
2011-11-22,7316.0
2011-11-23,7226.0
2011-11-24,7251.5
2011-11-25,7217.25
2011-11-26,7349.625
2011-11-27,7349.625
2011-11-28,7482.0
2011-11-29,7475.25
2011-11-30,7869.75
2011-12-01,7772.0
2011-12-02,7871.25
2011-12-03,7896.625
2011-12-04,7896.625
2011-12-05,7922.0
2011-12-06,7816.25
2011-12-07,7799.5
2011-12-08,7690.25
2011-12-09,7796.25
2011-12-10,7690.75
2011-12-11,7690.75
2011-12-12,7585.25
2011-12-13,7579.75
2011-12-14,7189.5
2011-12-15,7193.0
2011-12-16,7329.25
2011-12-17,7286.25
2011-12-18,7286.25
2011-12-19,7243.25
2011-12-20,7392.375
2011-12-21,7392.375
2011-12-22,7541.5
2011-12-23,7643.5
2011-12-24,7551.75
2011-12-25,7551.75
2011-12-26,7551.75
2011-12-27,7551.75
2011-12-28,7460.0
2011-12-29,7418.75
2011-12-30,7595.0
2011-12-31,7688.625
2012-01-01,7688.625
2012-01-02,7688.625
2012-01-03,7782.25
2012-01-04,7531.25
2012-01-05,7529.0
2012-01-06,7568.75
2012-01-07,7527.875
2012-01-08,7527.875
2012-01-09,7487.0
2012-01-10,7733.25
2012-01-11,7768.5
2012-01-12,7995.75
2012-01-13,7991.25
2012-01-14,8034.125
2012-01-15,8034.125
2012-01-16,8077.0
2012-01-17,8220.125
2012-01-18,8220.125
2012-01-19,8363.25
2012-01-20,8216.0
2012-01-21,8289.0
2012-01-22,8289.0
2012-01-23,8362.0
2012-01-24,8352.5
2012-01-25,8380.0
2012-01-26,8585.5
2012-01-27,8519.25
2012-01-28,8470.0
2012-01-29,8470.0
2012-01-30,8420.75
2012-01-31,8307.0
2012-02-01,8425.75
2012-02-02,8327.75
2012-02-03,8544.0
2012-02-04,8511.125
2012-02-05,8511.125
2012-02-06,8478.25
2012-02-07,8459.75
2012-02-08,8557.5
2012-02-09,8738.75
2012-02-10,8461.25
2012-02-11,8432.75
2012-02-12,8432.75
2012-02-13,8404.25
2012-02-14,8349.125
2012-02-15,8349.125
2012-02-16,8294.0
2012-02-17,8174.0
2012-02-18,8204.25
2012-02-19,8204.25
2012-02-20,8234.5
2012-02-21,8447.75
2012-02-22,8436.25
2012-02-23,8395.75
2012-02-24,8549.0
2012-02-25,8550.75
2012-02-26,8550.75
2012-02-27,8552.5
2012-02-28,8605.5
2012-02-29,8497.0
2012-03-01,8628.0
2012-03-02,8580.25
2012-03-03,8541.875
2012-03-04,8541.875
2012-03-05,8503.5
2012-03-06,8288.75
2012-03-07,8295.75
2012-03-08,8333.0
2012-03-09,8503.5
2012-03-10,8476.75
2012-03-11,8476.75
2012-03-12,8450.0
2012-03-13,8563.0
2012-03-14,8474.5
2012-03-15,8583.0
2012-03-16,8531.0
2012-03-17,8566.25
2012-03-18,8566.25
2012-03-19,8601.5
2012-03-20,8457.0
2012-03-21,8457.0
2012-03-22,8312.5
2012-03-23,8399.5
2012-03-24,8480.5
2012-03-25,8480.5
2012-03-26,8561.5
2012-03-27,8553.5
2012-03-28,8364.0
2012-03-29,8376.5
2012-03-30,8469.0
2012-03-31,8569.0
2012-04-01,8569.0
2012-04-02,8669.0
2012-04-03,8636.0
2012-04-04,8357.5
2012-04-05,8381.0
2012-04-06,8218.25
2012-04-07,8218.25
2012-04-08,8218.25
2012-04-09,8218.25
2012-04-10,8055.5
2012-04-11,8075.0
2012-04-12,8263.25
2012-04-13,8044.75
2012-04-14,8047.125
2012-04-15,8047.125
2012-04-16,8049.5
2012-04-17,8060.75
2012-04-18,8060.75
2012-04-19,8072.0
2012-04-20,8222.0
2012-04-21,8157.0
2012-04-22,8157.0
2012-04-23,8092.0
2012-04-24,8213.0
2012-04-25,8264.0
2012-04-26,8388.0
2012-04-27,8494.0
2012-04-28,8476.75
2012-04-29,8476.75
2012-04-30,8459.5
2012-05-01,8472.0
2012-05-02,8329.0
2012-05-03,8259.5
2012-05-04,8218.5
2012-05-05,8188.5
2012-05-06,8188.5
2012-05-07,8188.5
2012-05-08,8158.5
2012-05-09,8136.0
2012-05-10,8191.0
2012-05-11,8098.0
2012-05-12,7999.0
2012-05-13,7999.0
2012-05-14,7900.0
2012-05-15,7795.25
2012-05-16,7795.25
2012-05-17,7690.5
2012-05-18,7696.0
2012-05-19,7738.0
2012-05-20,7738.0
2012-05-21,7780.0
2012-05-22,7786.0
2012-05-23,7578.0
2012-05-24,7656.5
2012-05-25,7673.0
2012-05-26,7694.25
2012-05-27,7694.25
2012-05-28,7715.5
2012-05-29,7686.0
2012-05-30,7491.0
2012-05-31,7440.0
2012-06-01,7378.5
2012-06-02,7395.75
2012-06-03,7395.75
2012-06-04,7395.75
2012-06-05,7395.75
2012-06-06,7413.0
2012-06-07,7492.5
2012-06-08,7287.0
2012-06-09,7349.75
2012-06-10,7349.75
2012-06-11,7412.5
2012-06-12,7385.0
2012-06-13,7378.75
2012-06-14,7406.5
2012-06-15,7499.25
2012-06-16,7498.75
2012-06-17,7498.75
2012-06-18,7498.25
2012-06-19,7425.125
