"Date","Price","Open","High","Low","Vol.","Change %"
"05/25/2015","16.746","17.050","17.180","16.645","48.46K","-1.79%"
"05/22/2015","17.051","17.140","17.335","16.940","31.25K","-0.47%"
"05/21/2015","17.132","17.100","17.250","17.000","21.29K","0.11%"
"05/20/2015","17.113","17.095","17.280","16.935","34.83K","0.25%"
"05/19/2015","17.071","17.705","17.735","16.870","59.14K","-3.73%"
"05/18/2015","17.732","17.535","17.775","17.475","39.80K","0.96%"
"05/15/2015","17.563","17.460","17.585","17.205","47.60K","0.56%"
"05/14/2015","17.465","17.160","17.585","17.070","63.92K","1.42%"
"05/13/2015","17.221","16.520","17.235","16.480","77.19K","4.21%"
"05/12/2015","16.526","16.285","16.595","16.120","38.56K","1.30%"
"05/11/2015","16.314","16.415","16.550","16.200","33.89K","-0.92%"
"05/08/2015","16.465","16.305","16.555","16.260","32.98K","1.03%"
"05/07/2015","16.297","16.535","16.555","16.160","37.26K","-1.27%"
"05/06/2015","16.506","16.540","16.650","16.385","31.19K","-0.44%"
"05/05/2015","16.579","16.400","16.705","16.345","32.83K","0.84%"
"05/04/2015","16.441","16.130","16.765","16.125","46.04K","1.90%"
"05/01/2015","16.135","16.145","16.260","15.895","32.29K","-0.11%"
"04/30/2015","16.153","16.575","16.730","15.800","63.64K","-3.29%"
"04/29/2015","16.702","16.620","16.725","16.415","55.49K","0.55%"
"04/28/2015","16.611","16.390","16.640","16.305","0.27K","1.19%"
"04/27/2015","16.416","15.710","16.440","15.710","0.41K","4.84%"
"04/24/2015","15.658","15.860","15.875","15.585","0.09K","-1.21%"
"04/23/2015","15.850","15.855","15.910","15.750","0.15K","0.21%"
"04/22/2015","15.816","15.985","16.025","15.700","0.16K","-1.32%"
"04/21/2015","16.028","15.890","16.165","15.890","0.08K","0.75%"
"04/20/2015","15.909","16.275","16.275","15.850","0.03K","-2.10%"
"04/17/2015","16.251","16.390","16.435","16.250","0.04K","-0.34%"
"04/16/2015","16.306","16.435","16.455","16.145","0.02K","0.04%"
"04/15/2015","16.300","16.170","16.350","16.155","0.12K","0.73%"
"04/14/2015","16.182","16.310","16.330","16.010","0.02K","-0.80%"
"04/13/2015","16.313","16.385","16.385","16.270","0.02K","-0.54%"
"04/10/2015","16.402","16.410","16.485","16.410","0.02K","1.27%"
"04/09/2015","16.196","16.215","16.215","16.215","0.00K","-1.69%"
"04/08/2015","16.474","16.840","16.840","16.480","0.01K","-2.29%"
"04/07/2015","16.860","16.950","16.955","16.800","0.05K","-1.58%"
"04/06/2015","17.130","17.130","17.130","17.130","0.00K","2.45%"
"04/03/2015","16.720","16.720","16.720","16.720","","0.00%"
"04/02/2015","16.720","16.745","16.745","16.745","0.00K","-2.10%"
"04/01/2015","17.078","16.585","16.830","16.585","0.16K","2.76%"
"03/31/2015","16.619","16.619","16.619","16.619","35.81K","-0.46%"
"03/30/2015","16.695","16.695","16.695","16.695","32.06K","-2.19%"
"03/27/2015","17.069","17.085","17.195","16.855","40.12K","-0.41%"
"03/26/2015","17.140","16.970","17.405","16.910","45.16K","0.82%"
"03/25/2015","17.000","16.935","17.140","16.840","29.96K","0.10%"
"03/24/2015","16.983","16.995","17.040","16.805","36.52K","0.54%"
"03/23/2015","16.891","16.755","17.090","16.610","43.23K","0.05%"
"03/20/2015","16.883","16.125","16.890","16.080","60.33K","4.77%"
"03/19/2015","16.114","15.930","16.205","15.795","40.54K","3.69%"
"03/18/2015","15.541","15.530","16.095","15.430","38.30K","-0.24%"
"03/17/2015","15.578","15.625","15.720","15.360","35.47K","-0.25%"
"03/16/2015","15.617","15.630","15.755","15.490","26.22K","0.79%"
"03/13/2015","15.494","15.565","15.660","15.455","22.87K","-0.14%"
"03/12/2015","15.516","15.470","15.685","15.385","29.53K","0.98%"
"03/11/2015","15.365","15.625","15.730","15.260","40.74K","-1.71%"
"03/10/2015","15.633","15.720","15.825","15.580","33.40K","-0.91%"
"03/09/2015","15.776","15.930","15.960","15.705","24.41K","-0.20%"
"03/06/2015","15.807","16.185","16.235","15.745","44.54K","-2.17%"
"03/05/2015","16.158","16.220","16.355","16.140","22.40K","0.00%"
"03/04/2015","16.158","16.260","16.360","16.055","25.62K","-0.85%"
"03/03/2015","16.296","16.405","16.580","16.070","41.77K","-0.94%"
"03/02/2015","16.451","16.575","16.790","16.350","26.91K","-0.65%"
"02/27/2015","16.558","16.565","16.700","16.425","28.82K","-0.40%"
"02/26/2015","16.624","16.535","16.905","16.520","41.42K","1.04%"
"02/25/2015","16.453","16.320","16.715","16.320","0.18K","1.51%"
"02/24/2015","16.209","16.250","16.395","16.220","0.11K","-0.44%"
"02/23/2015","16.280","16.245","16.510","16.100","0.14K","-0.10%"
"02/20/2015","16.297","16.415","16.415","16.200","0.06K","-0.66%"
"02/19/2015","16.405","16.505","16.770","16.360","0.04K","0.72%"
"02/18/2015","16.288","16.470","16.550","16.295","0.03K","-0.70%"
"02/17/2015","16.402","17.400","17.400","16.330","0.08K","0.15%"
"02/16/2015","16.378","17.325","17.400","16.260","82.65K","-5.43%"
"02/13/2015","17.319","16.990","17.415","16.905","0.01K","2.97%"
"02/12/2015","16.819","16.670","16.940","16.655","0.01K","0.20%"
"02/11/2015","16.786","17.010","17.025","16.750","0.05K","-0.66%"
"02/10/2015","16.898","16.875","16.970","16.875","0.03K","-1.15%"
"02/09/2015","17.095","16.790","16.900","16.790","0.02K","2.25%"
"02/06/2015","16.719","16.700","16.700","16.700","0.01K","-2.92%"
"02/05/2015","17.222","17.495","17.495","17.000","0.04K","-1.14%"
"02/04/2015","17.421","17.280","17.485","17.280","0.01K","0.43%"
"02/03/2015","17.346","17.346","17.346","17.346","49.86K","0.43%"
"02/02/2015","17.272","17.245","17.305","17.170","0.02K","0.26%"
"01/30/2015","17.228","17.228","17.145","16.930","45.05K","2.60%"
"01/29/2015","16.792","16.792","16.792","16.792","76.05K","-7.16%"
"01/28/2015","18.088","18.045","18.175","17.945","28.31K","0.02%"
"01/27/2015","18.084","17.920","18.215","17.405","33.46K","0.56%"
"01/26/2015","17.983","18.300","18.490","17.865","35.51K","-1.73%"
"01/23/2015","18.300","18.335","18.415","18.120","32.92K","-0.33%"
"01/22/2015","18.360","18.160","18.490","17.890","44.49K","0.92%"
"01/21/2015","18.193","18.010","18.505","17.915","58.03K","1.32%"
"01/20/2015","17.956","17.840","18.045","17.630","61.29K","0.00%"
"01/19/2015","17.956","17.840","18.045","17.630","61.29K","1.16%"
"01/16/2015","17.750","16.965","17.865","16.890","66.28K","3.79%"
"01/15/2015","17.102","16.840","17.240","16.710","58.85K","0.67%"
"01/14/2015","16.988","17.070","17.095","16.560","47.98K","-0.98%"
"01/13/2015","17.156","16.590","17.215","16.570","64.87K","3.57%"
"01/12/2015","16.564","16.495","16.690","16.430","25.30K","0.88%"
"01/09/2015","16.419","16.375","16.625","16.210","33.06K","0.21%"
"01/08/2015","16.385","16.545","16.665","16.305","27.84K","-0.96%"
"01/07/2015","16.544","16.575","16.660","16.300","35.68K","-0.56%"
"01/06/2015","16.637","16.160","16.740","16.115","43.73K","2.62%"
"01/05/2015","16.213","15.795","16.260","15.630","47.13K","2.82%"
"01/02/2015","15.768","15.730","16.060","15.510","31.56K","1.08%"
"12/31/2014","15.599","16.250","16.310","15.545","26.62K","-4.16%"
"12/30/2014","16.276","15.810","16.480","15.750","36.74K","3.26%"
"12/29/2014","15.762","16.030","16.060","15.750","0.03K","-2.26%"
"12/26/2014","16.127","15.890","16.185","15.890","0.01K","2.84%"
"12/24/2014","15.681","15.700","15.700","15.700","0.02K","-0.41%"
"12/23/2014","15.746","15.645","15.755","15.645","0.02K","0.50%"
"12/22/2014","15.667","16.005","16.080","15.590","0.01K","-2.14%"
"12/19/2014","16.009","15.925","15.960","15.890","0.02K","0.62%"
"12/18/2014","15.910","16.050","16.125","15.865","0.04K","0.02%"
"12/17/2014","15.907","15.855","16.005","15.750","0.03K","1.07%"
"12/16/2014","15.738","16.235","16.520","15.740","0.03K","-4.92%"
"12/15/2014","16.553","16.830","16.920","16.485","0.02K","-2.90%"
"12/12/2014","17.047","17.095","17.185","17.035","0.02K","-0.26%"
"12/11/2014","17.091","17.060","17.065","17.045","0.00K","-0.44%"
"12/10/2014","17.166","17.065","17.280","17.005","0.02K","0.31%"
"12/09/2014","17.113","16.375","17.160","16.375","0.01K","5.29%"
"12/08/2014","16.253","16.170","16.185","16.170","0.00K","0.11%"
"12/05/2014","16.235","16.415","16.415","16.290","0.00K","-1.92%"
"12/04/2014","16.553","16.435","16.650","16.435","0.01K","0.98%"
"12/03/2014","16.392","16.290","16.500","16.290","0.01K","-0.31%"
"12/02/2014","16.443","16.200","16.390","16.160","0.03K","-1.44%"
"12/01/2014","16.683","15.280","16.570","14.645","0.04K","7.31%"
"11/28/2014","15.547","16.390","16.390","15.795","0.04K","-0.06%"
"11/27/2014","15.556","16.540","16.575","15.410","72.00K","-6.21%"
"11/26/2014","16.586","16.586","16.586","16.586","23.49K","0.08%"
"11/25/2014","16.573","16.480","16.700","16.475","1.03K","1.07%"
"11/24/2014","16.398","16.420","16.470","16.280","0.48K","-0.13%"
"11/21/2014","16.420","16.275","16.600","16.130","0.69K","1.60%"
"11/20/2014","16.161","16.080","16.330","15.985","0.23K","-0.96%"
"11/19/2014","16.318","16.125","16.495","15.980","0.81K","0.76%"
"11/18/2014","16.195","16.160","16.340","16.105","0.72K","0.73%"
"11/17/2014","16.077","16.335","16.350","16.050","0.07K","-1.57%"
"11/14/2014","16.333","15.645","16.370","15.280","0.17K","4.42%"
"11/13/2014","15.641","15.580","15.750","15.580","0.10K","0.00%"
"11/12/2014","15.641","15.710","15.715","15.600","0.48K","-0.37%"
"11/11/2014","15.699","15.650","15.770","15.500","0.23K","0.04%"
"11/10/2014","15.692","15.800","15.830","15.535","0.75K","-0.25%"
"11/07/2014","15.732","15.280","15.800","15.110","0.26K","1.96%"
"11/06/2014","15.430","15.375","15.455","15.235","0.16K","-0.17%"
"11/05/2014","15.456","16.010","16.010","15.180","0.37K","-3.23%"
"11/04/2014","15.972","16.145","16.145","15.970","0.11K","-1.53%"
"11/03/2014","16.220","15.830","16.150","15.830","0.05K","0.58%"
"10/31/2014","16.126","16.250","16.250","15.820","0.24K","-1.92%"
"10/30/2014","16.441","17.130","17.215","16.435","0.37K","-4.77%"
"10/29/2014","17.264","17.200","17.315","17.015","32.28K","0.22%"
"10/28/2014","17.226","17.095","17.400","17.060","31.47K","0.38%"
"10/27/2014","17.161","17.185","17.230","17.080","20.80K","-0.12%"
"10/24/2014","17.182","17.200","17.355","17.135","28.62K","0.14%"
"10/23/2014","17.158","17.175","17.250","17.035","30.34K","-0.42%"
"10/22/2014","17.231","17.520","17.535","17.115","37.62K","-1.81%"
"10/21/2014","17.549","17.420","17.655","17.355","34.43K","1.12%"
"10/20/2014","17.354","17.335","17.520","17.250","23.44K","0.13%"
"10/17/2014","17.331","17.370","17.440","17.220","26.08K","-0.61%"
"10/16/2014","17.437","17.450","17.540","17.200","37.55K","-0.15%"
"10/15/2014","17.464","17.380","17.820","17.020","66.54K","0.35%"
"10/14/2014","17.403","17.500","17.570","17.325","25.58K","0.33%"
"10/13/2014","17.345","17.360","17.680","17.280","28.59K","0.24%"
"10/10/2014","17.303","17.360","17.420","17.205","32.06K","-0.66%"
"10/09/2014","17.418","17.370","17.720","17.325","52.09K","2.07%"
"10/08/2014","17.064","17.195","17.465","17.055","46.89K","-1.02%"
"10/07/2014","17.240","17.340","17.625","17.085","43.60K","0.09%"
"10/06/2014","17.225","16.805","17.360","16.660","39.33K","2.37%"
"10/03/2014","16.826","17.060","17.155","16.640","49.09K","-1.30%"
"10/02/2014","17.047","17.190","17.350","16.930","40.70K","-1.23%"
"10/01/2014","17.259","16.975","17.440","16.865","49.86K","1.18%"
"09/30/2014","17.057","17.460","17.575","16.850","65.19K","-2.90%"
"09/29/2014","17.567","17.575","17.635","17.430","27.89K","0.34%"
"09/26/2014","17.507","17.545","17.570","17.440","0.01K","0.56%"
"09/25/2014","17.409","17.540","17.540","17.370","0.01K","-1.49%"
"09/24/2014","17.673","17.715","17.750","17.715","0.00K","-0.48%"
"09/23/2014","17.758","17.790","17.790","17.720","0.09K","0.03%"
"09/22/2014","17.753","17.830","17.830","17.515","0.06K","-0.40%"
"09/19/2014","17.824","18.350","18.350","17.845","0.05K","-3.63%"
"09/18/2014","18.496","18.500","18.500","18.465","0.01K","-1.13%"
"09/17/2014","18.707","18.675","18.675","18.475","0.01K","0.07%"
"09/16/2014","18.693","18.693","18.693","18.693","0.00K","0.54%"
"09/15/2014","18.593","18.593","18.593","18.593","0.00K","0.08%"
"09/12/2014","18.578","18.490","18.600","18.490","0.01K","0.05%"
"09/11/2014","18.569","18.569","18.569","18.569","0.15K","-1.73%"
"09/10/2014","18.896","18.896","18.896","18.896","33.97K","0.03%"
"09/09/2014","18.890","18.890","18.890","18.890","32.56K","-0.22%"
"09/08/2014","18.931","18.931","19.140","18.931","29.56K","-1.02%"
"09/05/2014","19.126","19.070","19.070","19.070","0.00K","0.09%"
"09/04/2014","19.108","19.190","19.190","19.180","0.01K","-0.26%"
"09/03/2014","19.157","19.157","19.157","19.157","28.04K","0.19%"
"09/02/2014","19.120","19.205","19.225","19.150","0.02K","-0.17%"
"09/01/2014","19.152","19.495","19.565","19.110","54.21K","-1.55%"
"08/29/2014","19.454","19.454","19.454","19.454","0.00K","-0.65%"
"08/28/2014","19.581","19.581","19.581","19.581","58.21K","0.78%"
"08/27/2014","19.429","19.475","19.475","19.385","0.05K","0.10%"
"08/26/2014","19.410","19.500","19.600","19.340","0.15K","0.15%"
"08/25/2014","19.380","19.395","19.410","19.335","0.07K","-0.14%"
"08/22/2014","19.408","19.435","19.435","19.410","0.02K","-0.14%"
"08/21/2014","19.436","19.335","19.460","19.335","0.05K","-0.41%"
"08/20/2014","19.516","19.516","19.516","19.516","0.01K","0.46%"
"08/19/2014","19.427","19.640","19.640","19.385","0.02K","-1.13%"
"08/18/2014","19.649","19.650","19.650","19.640","0.00K","0.57%"
"08/15/2014","19.538","19.585","19.670","19.575","0.01K","-1.91%"
"08/14/2014","19.919","19.930","19.930","19.930","0.00K","0.31%"
"08/13/2014","19.857","19.850","19.850","19.800","0.02K","-0.30%"
"08/12/2014","19.916","20.020","20.090","20.020","0.18K","-0.95%"
"08/11/2014","20.108","20.108","20.108","20.108","0.00K","0.78%"
"08/08/2014","19.952","20.045","20.100","19.905","0.18K","-0.30%"
"08/07/2014","20.013","20.105","20.105","20.105","0.06K","-0.17%"
"08/06/2014","20.047","19.850","20.100","19.850","0.02K","0.97%"
"08/05/2014","19.855","19.855","19.855","19.855","0.01K","-1.97%"
"08/04/2014","20.255","20.415","20.415","20.415","0.01K","-0.68%"
"08/01/2014","20.393","20.393","20.393","20.320","0.01K","-0.19%"
"07/31/2014","20.432","20.432","20.455","20.432","41.49K","-0.90%"
"07/30/2014","20.617","20.617","20.617","20.617","31.47K","0.17%"
"07/29/2014","20.583","20.630","20.845","20.505","35.80K","0.08%"
"07/28/2014","20.567","20.715","20.775","20.550","31.66K","-0.33%"
"07/25/2014","20.636","20.420","20.810","20.350","40.40K","1.08%"
"07/24/2014","20.415","20.960","20.970","20.350","59.35K","-2.76%"
"07/23/2014","20.995","21.025","21.105","20.940","24.13K","-0.06%"
"07/22/2014","21.008","20.970","21.120","20.785","35.99K","-0.02%"
"07/21/2014","21.012","20.930","21.165","20.860","21.75K","0.60%"
"07/18/2014","20.886","21.205","21.315","20.780","34.67K","-1.17%"
"07/17/2014","21.134","20.815","21.300","20.760","49.40K","1.73%"
"07/16/2014","20.775","20.750","20.880","20.630","35.31K","-0.55%"
"07/15/2014","20.889","20.975","21.130","20.670","52.56K","-0.12%"
"07/14/2014","20.914","21.485","21.530","20.900","53.82K","-2.55%"
"07/11/2014","21.461","21.465","21.565","21.420","30.12K","-0.22%"
"07/10/2014","21.508","21.120","21.630","21.120","54.60K","2.09%"
"07/09/2014","21.068","21.085","21.285","21.040","36.40K","0.26%"
"07/08/2014","21.013","21.100","21.245","20.955","40.31K","0.00%"
"07/07/2014","21.014","21.180","21.215","20.865","40.00K","0.00%"
"07/04/2014","21.014","21.200","21.215","20.865","40.00K","-0.58%"
"07/03/2014","21.137","21.210","21.230","20.820","41.65K","-0.77%"
"07/02/2014","21.302","21.085","21.335","20.960","42.62K","0.88%"
"07/01/2014","21.117","21.070","21.275","21.050","46.01K","0.29%"
"06/30/2014","21.056","21.060","21.170","20.805","48.88K","-0.37%"
"06/27/2014","21.134","21.155","21.250","20.945","50.42K","0.00%"
"06/26/2014","21.134","20.980","21.135","20.850","0.09K","-0.04%"
"06/25/2014","21.142","20.865","21.150","20.830","0.06K","0.35%"
"06/24/2014","21.068","20.840","21.165","20.840","0.15K","0.63%"
"06/23/2014","20.937","20.845","20.905","20.830","0.12K","-0.16%"
"06/20/2014","20.970","20.800","20.915","20.690","0.01K","1.46%"
"06/19/2014","20.669","19.925","20.925","19.865","0.06K","4.39%"
"06/18/2014","19.799","19.690","19.905","19.690","0.02K","0.23%"
"06/17/2014","19.754","19.620","19.745","19.530","0.02K","0.09%"
"06/16/2014","19.737","19.770","19.850","19.705","0.04K","0.30%"
"06/13/2014","19.677","19.560","19.635","19.505","0.01K","0.63%"
"06/12/2014","19.553","19.265","19.535","19.265","0.02K","1.88%"
"06/11/2014","19.192","19.270","19.300","19.200","0.01K","0.02%"
"06/10/2014","19.188","19.170","19.170","19.170","0.13K","0.53%"
"06/09/2014","19.086","19.185","19.185","19.145","0.00K","0.39%"
"06/06/2014","19.011","19.095","19.135","19.095","0.05K","-0.48%"
"06/05/2014","19.103","18.750","19.100","18.700","0.01K","1.55%"
"06/04/2014","18.811","18.820","18.820","18.820","0.00K","0.16%"
"06/03/2014","18.781","18.850","18.860","18.820","0.00K","0.13%"
"06/02/2014","18.757","18.757","18.757","18.757","26.97K","0.30%"
"05/30/2014","18.700","18.700","18.700","18.700","43.63K","-1.75%"
"05/29/2014","19.033","19.033","19.033","19.033","44.90K","-0.14%"
"05/28/2014","19.059","19.070","19.155","18.970","36.47K","-0.04%"
"05/27/2014","19.067","19.440","19.500","19.025","56.72K","0.00%"
"05/26/2014","19.067","19.440","19.500","19.025","56.72K","-1.81%"
"05/23/2014","19.418","19.490","19.525","19.295","28.74K","-0.52%"
"05/22/2014","19.520","19.400","19.825","19.360","43.75K","0.94%"
"05/21/2014","19.338","19.400","19.500","19.265","29.18K","-0.31%"
"05/20/2014","19.399","19.345","19.465","19.225","30.27K","0.24%"
"05/19/2014","19.353","19.370","19.685","19.310","34.15K","0.12%"
"05/16/2014","19.329","19.500","19.530","19.255","32.30K","-0.80%"
"05/15/2014","19.484","19.790","19.835","19.430","44.62K","-1.47%"
"05/14/2014","19.775","19.550","20.005","19.510","43.83K","1.17%"
"05/13/2014","19.547","19.530","19.620","19.365","27.54K","0.02%"
"05/12/2014","19.543","19.155","19.670","19.045","43.19K","2.21%"
"05/09/2014","19.121","19.190","19.315","19.045","29.97K","-0.09%"
"05/08/2014","19.138","19.320","19.390","19.125","33.12K","-1.05%"
"05/07/2014","19.342","19.605","19.770","19.295","44.06K","-1.54%"
"05/06/2014","19.645","19.625","19.715","19.505","30.19K","0.38%"
"05/05/2014","19.571","19.545","19.745","19.485","27.73K","0.13%"
"05/02/2014","19.546","19.045","19.700","18.905","52.01K","2.64%"
"05/01/2014","19.043","19.190","19.250","18.685","36.49K","-0.68%"
"04/30/2014","19.174","19.485","19.510","19.060","50.75K","-1.86%"
"04/29/2014","19.538","19.600","19.630","19.335","49.38K","-0.34%"
"04/28/2014","19.605","19.755","19.755","19.520","0.95K","-0.50%"
"04/25/2014","19.704","19.610","19.775","19.540","1.00K","0.02%"
"04/24/2014","19.701","19.460","19.835","18.960","1.09K","1.27%"
"04/23/2014","19.454","19.435","19.550","19.435","0.60K","0.40%"
"04/22/2014","19.376","19.335","19.525","19.335","0.81K","0.05%"
"04/21/2014","19.367","19.630","19.630","19.295","0.09K","-1.25%"
"04/17/2014","19.612","19.565","19.645","19.560","0.06K","-0.18%"
"04/16/2014","19.648","19.435","19.815","19.435","0.14K","0.73%"
"04/15/2014","19.505","19.820","19.820","19.310","0.13K","-2.60%"
"04/14/2014","20.026","20.065","20.110","19.735","0.16K","0.32%"
"04/11/2014","19.962","20.040","20.075","19.975","0.06K","-0.73%"
"04/10/2014","20.108","20.010","20.310","19.985","0.19K","1.63%"
"04/09/2014","19.786","20.070","20.085","19.650","0.18K","-1.43%"
"04/08/2014","20.074","19.980","20.120","19.980","0.09K","0.74%"
"04/07/2014","19.927","19.890","19.930","19.870","0.04K","-0.20%"
"04/04/2014","19.966","19.955","20.235","19.945","0.07K","0.72%"
"04/03/2014","19.824","20.000","20.010","19.750","0.02K","-1.22%"
"04/02/2014","20.068","19.830","20.065","19.830","0.04K","1.84%"
"04/01/2014","19.706","19.715","19.805","19.715","0.01K","-0.30%"
"03/31/2014","19.765","19.790","19.795","19.770","0.00K","-0.31%"
"03/28/2014","19.826","19.800","19.950","19.690","5.70K","0.60%"
"03/27/2014","19.708","19.755","19.870","19.575","33.84K","-0.36%"
"03/26/2014","19.780","20.000","20.145","19.680","37.67K","-1.00%"
"03/25/2014","19.979","19.950","20.215","19.905","36.86K","-0.44%"
"03/24/2014","20.067","20.290","20.315","19.920","42.85K","-1.20%"
"03/21/2014","20.310","20.320","20.585","20.265","28.42K","-0.59%"
"03/20/2014","20.430","20.615","20.730","20.140","46.87K","-1.90%"
"03/19/2014","20.826","20.835","20.965","20.505","52.65K","-0.17%"
"03/18/2014","20.862","21.190","21.250","20.625","46.68K","-1.94%"
"03/17/2014","21.275","21.490","21.650","21.125","33.94K","-0.64%"
"03/14/2014","21.413","21.200","21.795","21.140","50.79K","1.01%"
"03/13/2014","21.198","21.330","21.480","21.105","41.71K","-0.75%"
"03/12/2014","21.358","20.860","21.435","20.820","58.04K","2.61%"
"03/11/2014","20.815","20.850","21.325","20.670","47.30K","-0.45%"
"03/10/2014","20.910","20.930","21.060","20.610","40.32K","-0.09%"
"03/07/2014","20.928","21.490","21.610","20.755","59.34K","-2.99%"
"03/06/2014","21.574","21.200","21.650","21.105","36.31K","1.42%"
"03/05/2014","21.271","21.210","21.340","21.155","24.44K","0.23%"
"03/04/2014","21.222","21.450","21.540","21.040","43.76K","-1.22%"
"03/03/2014","21.485","21.325","21.740","21.260","45.84K","1.15%"
"02/28/2014","21.241","21.295","21.430","21.105","37.01K","-0.52%"
"02/27/2014","21.352","21.275","21.515","21.025","52.64K","0.38%"
"02/26/2014","21.272","21.870","22.035","21.110","1.27K","-3.24%"
"02/25/2014","21.984","21.990","22.005","21.745","0.66K","-0.39%"
"02/24/2014","22.070","21.610","22.180","21.590","0.46K","1.25%"
"02/21/2014","21.798","21.755","21.965","21.640","0.45K","0.45%"
"02/20/2014","21.700","21.555","21.900","21.515","0.27K","-0.76%"
"02/19/2014","21.866","21.845","21.890","21.420","0.44K","-0.22%"
"02/18/2014","21.914","21.550","21.990","21.380","1.37K","0.07%"
"02/17/2014","21.898","21.480","21.980","21.315","97.56K","2.15%"
"02/14/2014","21.437","20.680","21.440","20.680","0.38K","5.03%"
"02/13/2014","20.411","20.295","20.525","20.205","0.08K","0.27%"
"02/12/2014","20.357","20.125","20.400","20.125","0.32K","0.92%"
"02/11/2014","20.172","20.230","20.255","20.080","0.02K","0.20%"
"02/10/2014","20.131","20.170","20.275","20.170","0.08K","0.90%"
"02/07/2014","19.952","19.870","20.025","19.870","0.01K","0.04%"
"02/06/2014","19.944","20.050","20.050","20.050","0.00K","0.62%"
"02/05/2014","19.822","19.530","20.160","19.530","0.39K","1.97%"
"02/04/2014","19.439","19.355","19.480","19.300","0.02K","0.06%"
"02/03/2014","19.427","19.315","19.560","19.280","0.02K","1.51%"
"01/31/2014","19.138","19.138","19.138","19.138","34.26K","-0.03%"
"01/30/2014","19.144","19.144","19.144","19.144","46.37K","-2.09%"
"01/29/2014","19.552","19.570","19.965","19.450","43.35K","0.25%"
"01/28/2014","19.503","19.665","19.840","19.455","35.16K","-1.47%"
"01/27/2014","19.793","19.970","20.090","19.550","36.45K","0.14%"
"01/24/2014","19.765","20.000","20.285","19.715","42.72K","-1.22%"
"01/23/2014","20.010","19.775","20.310","19.645","49.95K","0.86%"
"01/22/2014","19.839","19.875","19.940","19.735","17.97K","-0.16%"
"01/21/2014","19.870","20.300","20.435","19.655","45.89K","0.00%"
"01/20/2014","19.870","20.300","20.435","19.655","45.89K","-2.14%"
"01/17/2014","20.304","20.100","20.425","19.960","32.15K","1.25%"
"01/16/2014","20.054","20.210","20.250","19.970","27.86K","-0.40%"
"01/15/2014","20.134","20.255","20.270","19.905","29.79K","-0.73%"
"01/14/2014","20.282","20.390","20.670","20.125","48.79K","-0.51%"
"01/13/2014","20.385","20.190","20.470","19.955","36.68K","0.80%"
"01/10/2014","20.223","19.550","20.250","19.545","52.34K","2.74%"
"01/09/2014","19.683","19.525","19.710","19.380","33.06K","0.74%"
"01/08/2014","19.539","19.830","19.865","19.310","45.24K","-1.25%"
"01/07/2014","19.787","20.180","20.280","19.625","38.36K","-1.57%"
"01/06/2014","20.103","20.135","20.355","19.950","38.85K","-0.53%"
"01/03/2014","20.211","20.015","20.325","19.985","30.03K","0.41%"
"01/02/2014","20.128","19.440","20.440","19.430","44.69K","3.91%"
"12/31/2013","19.370","19.575","19.825","18.720","44.34K","-1.25%"
"12/30/2013","19.615","20.080","20.180","19.460","28.24K","-2.09%"
"12/27/2013","20.033","19.865","20.040","19.810","0.01K","0.67%"
"12/26/2013","19.900","19.490","19.900","19.490","0.01K","2.21%"
"12/24/2013","19.469","19.395","19.425","19.365","0.02K","0.37%"
"12/23/2013","19.397","19.400","19.480","19.400","0.01K","-0.19%"
"12/20/2013","19.434","19.150","19.345","19.130","0.02K","1.39%"
"12/19/2013","19.167","19.500","19.500","19.140","0.01K","-4.35%"
"12/18/2013","20.039","19.890","20.100","19.680","0.02K","1.11%"
"12/17/2013","19.819","19.925","20.050","19.925","0.00K","-1.30%"
"12/16/2013","20.080","19.495","20.205","19.495","0.01K","2.54%"
"12/13/2013","19.583","19.365","19.650","19.365","0.02K","0.78%"
"12/12/2013","19.432","20.300","20.300","19.485","0.02K","-4.44%"
"12/11/2013","20.334","20.440","20.440","20.245","0.01K","0.21%"
"12/10/2013","20.292","19.955","20.320","19.915","0.07K","3.13%"
"12/09/2013","19.676","19.435","19.950","19.435","0.06K","0.92%"
"12/06/2013","19.496","19.445","19.710","19.345","0.05K","-0.28%"
"12/05/2013","19.550","19.600","19.600","19.270","0.01K","-1.31%"
"12/04/2013","19.810","18.920","19.400","18.920","0.06K","4.01%"
"12/03/2013","19.046","19.100","19.170","19.025","0.02K","-1.17%"
"12/02/2013","19.272","19.715","19.715","19.460","0.01K","-3.72%"
"11/29/2013","20.016","19.975","20.040","19.975","0.00K","-0.08%"
"11/28/2013","20.033","19.685","20.100","19.645","30.27K","1.87%"
"11/27/2013","19.665","19.665","19.665","19.665","25.51K","-1.00%"
"11/26/2013","19.864","20.175","20.245","19.835","0.27K","-0.17%"
"11/25/2013","19.897","19.845","20.180","19.670","0.31K","0.12%"
"11/22/2013","19.874","20.005","20.020","19.840","0.11K","-0.37%"
"11/21/2013","19.948","19.935","20.055","19.730","0.34K","-0.65%"
"11/20/2013","20.079","20.395","20.505","19.845","0.21K","-1.33%"
"11/19/2013","20.349","20.295","20.445","20.255","0.14K","-0.11%"
"11/18/2013","20.372","20.805","20.805","20.315","0.17K","-1.79%"
"11/15/2013","20.744","20.740","20.790","20.640","0.38K","0.02%"
"11/14/2013","20.740","20.670","20.835","20.670","0.14K","1.36%"
